path,fname,label,width,height,bytes,md5,classnum,instnum,motif,rotation,instance_id
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/2 Sekar Liring 4_rotate_90.jpg,2 Sekar Liring 4_rotate_90.jpg,2 Sekar Liring,512,512,57582,97a083db2a38234309cc78fe0d5aff0f,2,4,Sekar Liring,90,2|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/20 Jayakirana 1.jpg,20 Jayakirana 1.jpg,20 Jayakirana,512,512,68192,43746ae2f451f11dd6efb22c29266ea2,20,1,Jayakirana,0,20|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/20 Jayakirana 1_rotate_180.jpg,20 Jayakirana 1_rotate_180.jpg,20 Jayakirana,512,512,67846,0ff4710e5ccad15a61aaf4fb59d9b29d,20,1,Jayakirana,180,20|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/20 Jayakirana 1_rotate_270.jpg,20 Jayakirana 1_rotate_270.jpg,20 Jayakirana,512,512,67115,9cb3e393188f3f500afe1e4fa41568d6,20,1,Jayakirana,270,20|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/20 Jayakirana 1_rotate_90.jpg,20 Jayakirana 1_rotate_90.jpg,20 Jayakirana,512,512,67112,71fc2d687c592943625f4893a6ac3cf4,20,1,Jayakirana,90,20|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/20 Jayakirana 2.jpg,20 Jayakirana 2.jpg,20 Jayakirana,512,512,65430,2c4ff959a57616184f23dcdf211fa7d7,20,2,Jayakirana,0,20|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/20 Jayakirana 2_rotate_180.jpg,20 Jayakirana 2_rotate_180.jpg,20 Jayakirana,512,512,65871,ca109012daf52440bbc94bf0372acc0d,20,2,Jayakirana,180,20|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/20 Jayakirana 2_rotate_270.jpg,20 Jayakirana 2_rotate_270.jpg,20 Jayakirana,512,512,64893,4c15234be6a4c55159c139b055ee7a71,20,2,Jayakirana,270,20|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/20 Jayakirana 2_rotate_90.jpg,20 Jayakirana 2_rotate_90.jpg,20 Jayakirana,512,512,65366,5930a6e58e51cd5ae72da624f262c62f,20,2,Jayakirana,90,20|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/20 Jayakirana 3.jpg,20 Jayakirana 3.jpg,20 Jayakirana,512,512,63599,916e90821c19d37cf18158451aae2142,20,3,Jayakirana,0,20|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/20 Jayakirana 3_rotate_180.jpg,20 Jayakirana 3_rotate_180.jpg,20 Jayakirana,512,512,63539,861c959eda108bb059525940bdbdafd8,20,3,Jayakirana,180,20|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/20 Jayakirana 3_rotate_270.jpg,20 Jayakirana 3_rotate_270.jpg,20 Jayakirana,512,512,58192,b73b9b735deadf7af46dc12c0b30a21b,20,3,Jayakirana,270,20|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/20 Jayakirana 3_rotate_90.jpg,20 Jayakirana 3_rotate_90.jpg,20 Jayakirana,512,512,58109,d9b47f0d5fdc8e67e70669583ac131a3,20,3,Jayakirana,90,20|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/20 Jayakirana 4.jpg,20 Jayakirana 4.jpg,20 Jayakirana,512,512,62723,ec9f079cafa630a116d1e0c18c0df043,20,4,Jayakirana,0,20|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/20 Jayakirana 4_rotate_180.jpg,20 Jayakirana 4_rotate_180.jpg,20 Jayakirana,512,512,62390,f4a1184f05c12e0e0208ba15ee27e78d,20,4,Jayakirana,180,20|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/20 Jayakirana 4_rotate_270.jpg,20 Jayakirana 4_rotate_270.jpg,20 Jayakirana,512,512,57001,ebe117ac27138f0f152b531a000f36d3,20,4,Jayakirana,270,20|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/20 Jayakirana 4_rotate_90.jpg,20 Jayakirana 4_rotate_90.jpg,20 Jayakirana,512,512,56993,41e851176ced99570d0c313d738177de,20,4,Jayakirana,90,20|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/21 Mawur 1.jpg,21 Mawur 1.jpg,21 Mawur,512,512,66309,b7e26ecee6363158321df21a42c7e406,21,1,Mawur,0,21|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/21 Mawur 1_rotate_180.jpg,21 Mawur 1_rotate_180.jpg,21 Mawur,512,512,65995,e3dae1cc78f289354e8830ebba5fe4ec,21,1,Mawur,180,21|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/21 Mawur 1_rotate_270.jpg,21 Mawur 1_rotate_270.jpg,21 Mawur,512,512,58906,eeca7abe63218f1d19650731666df8c0,21,1,Mawur,270,21|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/21 Mawur 1_rotate_90.jpg,21 Mawur 1_rotate_90.jpg,21 Mawur,512,512,59183,120d7294357222830ad5f953c72ab3a9,21,1,Mawur,90,21|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/21 Mawur 2.jpg,21 Mawur 2.jpg,21 Mawur,512,512,62736,8e75eea1d9d5d1c9bf22e40a91054d3e,21,2,Mawur,0,21|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/21 Mawur 2_rotate_180.jpg,21 Mawur 2_rotate_180.jpg,21 Mawur,512,512,63959,f89743232ad6949745ee62c7ec260ae3,21,2,Mawur,180,21|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/21 Mawur 2_rotate_270.jpg,21 Mawur 2_rotate_270.jpg,21 Mawur,512,512,58350,242130ff500c55f7e379dc4c8992bea1,21,2,Mawur,270,21|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/21 Mawur 2_rotate_90.jpg,21 Mawur 2_rotate_90.jpg,21 Mawur,512,512,58177,dbdf182cc62d48dbbb9d698d286626ae,21,2,Mawur,90,21|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/21 Mawur 3.jpg,21 Mawur 3.jpg,21 Mawur,512,512,66033,931ad9901f224f0c7ed548ece87337d0,21,3,Mawur,0,21|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/21 Mawur 3_rotate_180.jpg,21 Mawur 3_rotate_180.jpg,21 Mawur,512,512,66167,6a4b78313b249eddcae6420f9a680137,21,3,Mawur,180,21|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/21 Mawur 3_rotate_270.jpg,21 Mawur 3_rotate_270.jpg,21 Mawur,512,512,64865,360ffaecbdaa6380a13d1bdb92d20468,21,3,Mawur,270,21|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/21 Mawur 3_rotate_90.jpg,21 Mawur 3_rotate_90.jpg,21 Mawur,512,512,65760,394b749c07d1f9ffb62231f310239ea7,21,3,Mawur,90,21|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/21 Mawur 4.jpg,21 Mawur 4.jpg,21 Mawur,512,512,64298,7f27744084b1e986873507402daac8ce,21,4,Mawur,0,21|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/21 Mawur 4_rotate_180.jpg,21 Mawur 4_rotate_180.jpg,21 Mawur,512,512,64133,128b0eea186cd01364f578a79cb80fa2,21,4,Mawur,180,21|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/21 Mawur 4_rotate_270.jpg,21 Mawur 4_rotate_270.jpg,21 Mawur,512,512,57500,ba87f9b13c2127be2bd7d66139aca0fb,21,4,Mawur,270,21|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/21 Mawur 4_rotate_90.jpg,21 Mawur 4_rotate_90.jpg,21 Mawur,512,512,57663,90d614f20338e8bf85917d1257abc715,21,4,Mawur,90,21|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/22 Sekar Tanjung 1.jpg,22 Sekar Tanjung 1.jpg,22 Sekar Tanjung,512,512,66445,ab41a7ca16271629eb155e99a62c2504,22,1,Sekar Tanjung,0,22|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/22 Sekar Tanjung 1_rotate_180.jpg,22 Sekar Tanjung 1_rotate_180.jpg,22 Sekar Tanjung,512,512,66462,605ee9029ee2c165055c5a2b44092494,22,1,Sekar Tanjung,180,22|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/22 Sekar Tanjung 1_rotate_270.jpg,22 Sekar Tanjung 1_rotate_270.jpg,22 Sekar Tanjung,512,512,60309,95f029a1aecf9b7b0f797018ef8ddd52,22,1,Sekar Tanjung,270,22|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/22 Sekar Tanjung 1_rotate_90.jpg,22 Sekar Tanjung 1_rotate_90.jpg,22 Sekar Tanjung,512,512,60467,93d6ac8d92f1463b3dca2eb288bea1c6,22,1,Sekar Tanjung,90,22|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/22 Sekar Tanjung 2.jpg,22 Sekar Tanjung 2.jpg,22 Sekar Tanjung,512,512,65633,577cb15de478ab27464180bb007e100a,22,2,Sekar Tanjung,0,22|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/22 Sekar Tanjung 2_rotate_180.jpg,22 Sekar Tanjung 2_rotate_180.jpg,22 Sekar Tanjung,512,512,65700,fa5dc98c282e0b6870e3a088bd60a71b,22,2,Sekar Tanjung,180,22|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/22 Sekar Tanjung 2_rotate_270.jpg,22 Sekar Tanjung 2_rotate_270.jpg,22 Sekar Tanjung,512,512,59073,c5e243a5fe48cfd62163c313dd790ecc,22,2,Sekar Tanjung,270,22|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/22 Sekar Tanjung 2_rotate_90.jpg,22 Sekar Tanjung 2_rotate_90.jpg,22 Sekar Tanjung,512,512,59428,727d27cc680ef0d4daccaa04b5311790,22,2,Sekar Tanjung,90,22|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/22 Sekar Tanjung 3.jpg,22 Sekar Tanjung 3.jpg,22 Sekar Tanjung,512,512,61777,1dc5965f9a65f36849ff6e0ca1ca1dc5,22,3,Sekar Tanjung,0,22|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/22 Sekar Tanjung 3_rotate_180.jpg,22 Sekar Tanjung 3_rotate_180.jpg,22 Sekar Tanjung,512,512,61709,201e74d0861b3bbca806453bcb8fb9da,22,3,Sekar Tanjung,180,22|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/22 Sekar Tanjung 3_rotate_270.jpg,22 Sekar Tanjung 3_rotate_270.jpg,22 Sekar Tanjung,512,512,61418,1cf7cecad0a5cec55cc6494d886714b2,22,3,Sekar Tanjung,270,22|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/22 Sekar Tanjung 3_rotate_90.jpg,22 Sekar Tanjung 3_rotate_90.jpg,22 Sekar Tanjung,512,512,61305,3d8b8bedff19ac9b23c3999d82497d21,22,3,Sekar Tanjung,90,22|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/22 Sekar Tanjung 4.jpg,22 Sekar Tanjung 4.jpg,22 Sekar Tanjung,512,512,61330,dc70aeabdf8c01af745a7e5363b9abd3,22,4,Sekar Tanjung,0,22|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/22 Sekar Tanjung 4_rotate_180.jpg,22 Sekar Tanjung 4_rotate_180.jpg,22 Sekar Tanjung,512,512,61297,4f16de153140aed1d19ef674133c65fb,22,4,Sekar Tanjung,180,22|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/22 Sekar Tanjung 4_rotate_270.jpg,22 Sekar Tanjung 4_rotate_270.jpg,22 Sekar Tanjung,512,512,59028,ebb0e5c3fbedcac9406daa62db905e77,22,4,Sekar Tanjung,270,22|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/22 Sekar Tanjung 4_rotate_90.jpg,22 Sekar Tanjung 4_rotate_90.jpg,22 Sekar Tanjung,512,512,59750,528a1456642a4c072fb41ca5c6d9c41f,22,4,Sekar Tanjung,90,22|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/23 Sekar Keben 1.jpg,23 Sekar Keben 1.jpg,23 Sekar Keben,512,512,61881,06a4491d0c5c253fc29bc0d96d009292,23,1,Sekar Keben,0,23|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/23 Sekar Keben 1_rotate_180.jpg,23 Sekar Keben 1_rotate_180.jpg,23 Sekar Keben,512,512,61653,83d5cabab03d3ade1fe803484e20dab6,23,1,Sekar Keben,180,23|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/23 Sekar Keben 1_rotate_270.jpg,23 Sekar Keben 1_rotate_270.jpg,23 Sekar Keben,512,512,60290,e21c4ce104f2eec6b75c775265dc9fe6,23,1,Sekar Keben,270,23|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/23 Sekar Keben 1_rotate_90.jpg,23 Sekar Keben 1_rotate_90.jpg,23 Sekar Keben,512,512,60504,62903bd966906140dd126d4593795781,23,1,Sekar Keben,90,23|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/23 Sekar Keben 2.jpg,23 Sekar Keben 2.jpg,23 Sekar Keben,512,512,62700,3f3f5fdbb83e7f400dbdd20567715207,23,2,Sekar Keben,0,23|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/23 Sekar Keben 2_rotate_180.jpg,23 Sekar Keben 2_rotate_180.jpg,23 Sekar Keben,512,512,62168,5a18cab7a4c7f430f96a7335d0eaa062,23,2,Sekar Keben,180,23|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/23 Sekar Keben 2_rotate_270.jpg,23 Sekar Keben 2_rotate_270.jpg,23 Sekar Keben,512,512,57557,5312ae4f86023b96f95d359def587a8a,23,2,Sekar Keben,270,23|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/23 Sekar Keben 2_rotate_90.jpg,23 Sekar Keben 2_rotate_90.jpg,23 Sekar Keben,512,512,57591,abed370d4a9dfd6f0fe953b930a4e78c,23,2,Sekar Keben,90,23|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/23 Sekar Keben 3.jpg,23 Sekar Keben 3.jpg,23 Sekar Keben,512,512,56744,36db2ece8ebb7b1d6b7e09f1ec7f137c,23,3,Sekar Keben,0,23|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/23 Sekar Keben 3_rotate_180.jpg,23 Sekar Keben 3_rotate_180.jpg,23 Sekar Keben,512,512,56707,bc8719a776e7256afe5fe14d25d13bb0,23,3,Sekar Keben,180,23|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/23 Sekar Keben 3_rotate_270.jpg,23 Sekar Keben 3_rotate_270.jpg,23 Sekar Keben,512,512,54701,943e24c1b1a8a7f9127051678842092b,23,3,Sekar Keben,270,23|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/23 Sekar Keben 3_rotate_90.jpg,23 Sekar Keben 3_rotate_90.jpg,23 Sekar Keben,512,512,54517,c1ab4ade39135296bfe49de453431737,23,3,Sekar Keben,90,23|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/23 Sekar Keben 4.jpg,23 Sekar Keben 4.jpg,23 Sekar Keben,512,512,56035,875cd3f01f8af3cbcd7677ba20bfb8bf,23,4,Sekar Keben,0,23|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/23 Sekar Keben 4_rotate_180.jpg,23 Sekar Keben 4_rotate_180.jpg,23 Sekar Keben,512,512,56074,0228067c5b86b4202437092b7e4a7f46,23,4,Sekar Keben,180,23|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/23 Sekar Keben 4_rotate_270.jpg,23 Sekar Keben 4_rotate_270.jpg,23 Sekar Keben,512,512,54170,5f93fd3de5204527d9d74526b7e138ab,23,4,Sekar Keben,270,23|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/23 Sekar Keben 4_rotate_90.jpg,23 Sekar Keben 4_rotate_90.jpg,23 Sekar Keben,512,512,53829,755649c18d438f761274e7d76356b3b8,23,4,Sekar Keben,90,23|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/24 Sekar Srengenge 1.jpg,24 Sekar Srengenge 1.jpg,24 Sekar Srengenge,512,512,68314,5dfd7c4c9d012586eddf1b312e7e0db5,24,1,Sekar Srengenge,0,24|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/24 Sekar Srengenge 1_rotate_180.jpg,24 Sekar Srengenge 1_rotate_180.jpg,24 Sekar Srengenge,512,512,67979,545e1081beb88ce59cb7152097b624df,24,1,Sekar Srengenge,180,24|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/24 Sekar Srengenge 1_rotate_270.jpg,24 Sekar Srengenge 1_rotate_270.jpg,24 Sekar Srengenge,512,512,61791,04e584152bc6ee6318a5512544ef7e79,24,1,Sekar Srengenge,270,24|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/24 Sekar Srengenge 1_rotate_90.jpg,24 Sekar Srengenge 1_rotate_90.jpg,24 Sekar Srengenge,512,512,61848,524f9fccee233835a2c16924f296a03e,24,1,Sekar Srengenge,90,24|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/24 Sekar Srengenge 2.jpg,24 Sekar Srengenge 2.jpg,24 Sekar Srengenge,512,512,65924,8225f73585e1d01de42e0960099b971c,24,2,Sekar Srengenge,0,24|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/24 Sekar Srengenge 2_rotate_180.jpg,24 Sekar Srengenge 2_rotate_180.jpg,24 Sekar Srengenge,512,512,65544,962fa1883e275b04f03d13d01e3f55cf,24,2,Sekar Srengenge,180,24|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/24 Sekar Srengenge 2_rotate_270.jpg,24 Sekar Srengenge 2_rotate_270.jpg,24 Sekar Srengenge,512,512,65089,bdf703fad6523bb38a776d90f5ea7540,24,2,Sekar Srengenge,270,24|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/24 Sekar Srengenge 2_rotate_90.jpg,24 Sekar Srengenge 2_rotate_90.jpg,24 Sekar Srengenge,512,512,65793,6f5ef7d97b4d9c15e4ca625fdeb394b1,24,2,Sekar Srengenge,90,24|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/24 Sekar Srengenge 3.jpg,24 Sekar Srengenge 3.jpg,24 Sekar Srengenge,512,512,66350,a006ae59060c9c3d01e5b64b1b822abf,24,3,Sekar Srengenge,0,24|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/24 Sekar Srengenge 3_rotate_180.jpg,24 Sekar Srengenge 3_rotate_180.jpg,24 Sekar Srengenge,512,512,66417,474ab61608366012c396db73298d6283,24,3,Sekar Srengenge,180,24|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/24 Sekar Srengenge 3_rotate_270.jpg,24 Sekar Srengenge 3_rotate_270.jpg,24 Sekar Srengenge,512,512,65967,e4fad7cb634b66402e8fd44afc76c8f4,24,3,Sekar Srengenge,270,24|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/24 Sekar Srengenge 3_rotate_90.jpg,24 Sekar Srengenge 3_rotate_90.jpg,24 Sekar Srengenge,512,512,65889,55fa333137d1a7122bc69071bdff5af0,24,3,Sekar Srengenge,90,24|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/24 Sekar Srengenge 4.jpg,24 Sekar Srengenge 4.jpg,24 Sekar Srengenge,512,512,64675,29ad444d65127cd3d7079adf1dbc62c9,24,4,Sekar Srengenge,0,24|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/24 Sekar Srengenge 4_rotate_180.jpg,24 Sekar Srengenge 4_rotate_180.jpg,24 Sekar Srengenge,512,512,64641,17a8f1df5fede064904384c4fd6d2492,24,4,Sekar Srengenge,180,24|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/24 Sekar Srengenge 4_rotate_270.jpg,24 Sekar Srengenge 4_rotate_270.jpg,24 Sekar Srengenge,512,512,65123,bd45c8c218ccf97306a2bacfeb208b3d,24,4,Sekar Srengenge,270,24|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/24 Sekar Srengenge 4_rotate_90.jpg,24 Sekar Srengenge 4_rotate_90.jpg,24 Sekar Srengenge,512,512,64915,90426a4952b2a39879b829bb4846ec88,24,4,Sekar Srengenge,90,24|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/25 Sekar Soka 1.jpg,25 Sekar Soka 1.jpg,25 Sekar Soka,512,512,68452,62fa8651dd88a40268c0c22423ffcd91,25,1,Sekar Soka,0,25|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/25 Sekar Soka 1_rotate_180.jpg,25 Sekar Soka 1_rotate_180.jpg,25 Sekar Soka,512,512,68979,03e38a09dee7374724adef54f2b7a449,25,1,Sekar Soka,180,25|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/25 Sekar Soka 1_rotate_270.jpg,25 Sekar Soka 1_rotate_270.jpg,25 Sekar Soka,512,512,61897,3731220ba9988869e67fdba06050a23a,25,1,Sekar Soka,270,25|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/25 Sekar Soka 1_rotate_90.jpg,25 Sekar Soka 1_rotate_90.jpg,25 Sekar Soka,512,512,62223,585f2fd1615f04c7625367eee5014354,25,1,Sekar Soka,90,25|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/25 Sekar Soka 2.jpg,25 Sekar Soka 2.jpg,25 Sekar Soka,512,512,69315,9aea3cd662529ddb7a9bdde36090a708,25,2,Sekar Soka,0,25|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/25 Sekar Soka 2_rotate_180.jpg,25 Sekar Soka 2_rotate_180.jpg,25 Sekar Soka,512,512,69122,4c25b6665fdb00ad13a2c5747cf42c83,25,2,Sekar Soka,180,25|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/25 Sekar Soka 2_rotate_270.jpg,25 Sekar Soka 2_rotate_270.jpg,25 Sekar Soka,512,512,67438,7d7a4b6ed83b78b2f9fc3c10a6869712,25,2,Sekar Soka,270,25|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/25 Sekar Soka 2_rotate_90.jpg,25 Sekar Soka 2_rotate_90.jpg,25 Sekar Soka,512,512,67485,a4912d38f519bbd2eab4bf4eff7229f4,25,2,Sekar Soka,90,25|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/25 Sekar Soka 3.jpg,25 Sekar Soka 3.jpg,25 Sekar Soka,512,512,68311,cf603e0c404f1112dcf33fb1eee71137,25,3,Sekar Soka,0,25|3
