path,fname,label,width,height,bytes,md5
/kaggle/input/datasets/hertiyani/batik-jambi/batik jambi/batik-tampuk manggis/tampukmanggis17.jpeg,tampukmanggis17.jpeg,batik-tampuk manggis,642,458,110364,3b4dfc398a62dedbff2179d68d131a4e
/kaggle/input/datasets/hertiyani/batik-jambi/batik jambi/batik-tampuk manggis/tampukmanggis18.jpeg,tampukmanggis18.jpeg,batik-tampuk manggis,482,585,134113,a4c47f4834c6a37556e4e065524f0cb5
/kaggle/input/datasets/hertiyani/batik-jambi/batik jambi/batik-tampuk manggis/tampukmanggis19.jpeg,tampukmanggis19.jpeg,batik-tampuk manggis,480,348,113340,e0bf7ae32a2381bd99182395cf6852b3
/kaggle/input/datasets/hertiyani/batik-jambi/batik jambi/batik-tampuk manggis/tampukmanggis2.jpeg,tampukmanggis2.jpeg,batik-tampuk manggis,773,791,300301,aabb88bd6833de02f66be9ad363fa225
/kaggle/input/datasets/hertiyani/batik-jambi/batik jambi/batik-tampuk manggis/tampukmanggis20.jpeg,tampukmanggis20.jpeg,batik-tampuk manggis,741,731,332305,7e46f94255be851f09e7f58e4752dd51
/kaggle/input/datasets/hertiyani/batik-jambi/batik jambi/batik-tampuk manggis/tampukmanggis21.jpeg,tampukmanggis21.jpeg,batik-tampuk manggis,725,483,197579,ad3df6ce6f8f88141f99fa0dbd58bee6
/kaggle/input/datasets/hertiyani/batik-jambi/batik jambi/batik-tampuk manggis/tampukmanggis22.jpeg,tampukmanggis22.jpeg,batik-tampuk manggis,749,528,221243,8605d0dd6c86b43be9ff3b0c2d27e71c
/kaggle/input/datasets/hertiyani/batik-jambi/batik jambi/batik-tampuk manggis/tampukmanggis23.jpeg,tampukmanggis23.jpeg,batik-tampuk manggis,745,489,199320,fb252e47d8e0f6194f552e1cfabbe097
/kaggle/input/datasets/hertiyani/batik-jambi/batik jambi/batik-tampuk manggis/tampukmanggis24.jpeg,tampukmanggis24.jpeg,batik-tampuk manggis,687,511,183427,2242537f1750e80c2eaf649baf669648
/kaggle/input/datasets/hertiyani/batik-jambi/batik jambi/batik-tampuk manggis/tampukmanggis25.jpeg,tampukmanggis25.jpeg,batik-tampuk manggis,717,444,177188,05fdef71bb0fa1aac95c6b0657dea49c
/kaggle/input/datasets/hertiyani/batik-jambi/batik jambi/batik-tampuk manggis/tampukmanggis26.jpeg,tampukmanggis26.jpeg,batik-tampuk manggis,650,463,129264,dec46d5bfe87d45bce30e465788065a1
/kaggle/input/datasets/hertiyani/batik-jambi/batik jambi/batik-tampuk manggis/tampukmanggis27.jpeg,tampukmanggis27.jpeg,batik-tampuk manggis,704,427,142582,b638068e8523380c7d39bf1752a71121
/kaggle/input/datasets/hertiyani/batik-jambi/batik jambi/batik-tampuk manggis/tampukmanggis29.jpeg,tampukmanggis29.jpeg,batik-tampuk manggis,650,453,138931,0e859b65f931aa438f097ff74f209566
/kaggle/input/datasets/hertiyani/batik-jambi/batik jambi/batik-tampuk manggis/tampukmanggis3.jpeg,tampukmanggis3.jpeg,batik-tampuk manggis,744,465,201446,70d36581b65a1db54727411621b81b25
/kaggle/input/datasets/hertiyani/batik-jambi/batik jambi/batik-tampuk manggis/tampukmanggis30.jpeg,tampukmanggis30.jpeg,batik-tampuk manggis,578,355,99101,0442fead7db490aff8bfe82ce8715392
/kaggle/input/datasets/hertiyani/batik-jambi/batik jambi/batik-tampuk manggis/tampukmanggis31.jpeg,tampukmanggis31.jpeg,batik-tampuk manggis,764,626,242255,7268da84ea390b751305d5493baf6499
/kaggle/input/datasets/hertiyani/batik-jambi/batik jambi/batik-tampuk manggis/tampukmanggis32.jpeg,tampukmanggis32.jpeg,batik-tampuk manggis,727,761,634482,ba08ba92f83ffff4612865cd235e8fb7
/kaggle/input/datasets/hertiyani/batik-jambi/batik jambi/batik-tampuk manggis/tampukmanggis33.jpeg,tampukmanggis33.jpeg,batik-tampuk manggis,735,634,266996,164e272dbb0c22642829999ff48102a2
/kaggle/input/datasets/hertiyani/batik-jambi/batik jambi/batik-tampuk manggis/tampukmanggis4.jpeg,tampukmanggis4.jpeg,batik-tampuk manggis,737,483,198632,fa0da8c217f5558426450ca8b5acf015
/kaggle/input/datasets/hertiyani/batik-jambi/batik jambi/batik-tampuk manggis/tampukmanggis5.jpg,tampukmanggis5.jpg,batik-tampuk manggis,662,423,221425,a2380fec43fe97dd1050d802b9906aad
/kaggle/input/datasets/hertiyani/batik-jambi/batik jambi/batik-tampuk manggis/tampukmanggis6.jpeg,tampukmanggis6.jpeg,batik-tampuk manggis,620,350,108208,7462d1ecb276cceea5b7ec56fc1b93a0
/kaggle/input/datasets/hertiyani/batik-jambi/batik jambi/batik-tampuk manggis/tampukmanggis7.jpeg,tampukmanggis7.jpeg,batik-tampuk manggis,617,325,96547,cdab53cd9d6ddeb83f95a75f9cd4bb0b
/kaggle/input/datasets/hertiyani/batik-jambi/batik jambi/batik-tampuk manggis/tampukmanggis8.jpeg,tampukmanggis8.jpeg,batik-tampuk manggis,658,665,288083,ad7b6e0d12a6e768af7141ee6a5f6777
/kaggle/input/datasets/hertiyani/batik-jambi/batik jambi/batik-tampuk manggis/tampukmanggis9.jpeg,tampukmanggis9.jpeg,batik-tampuk manggis,759,735,385069,3e1eaddd3e3f8fbdcafc26409ae6dbd2
